,G18USSRCRU
6555,64
5855,284
4703,0
5845,165
4704,0
4771,799
4706,9
5853,158
6536,85
5753,152
5844,113
5843,334
5848,102
5814,232
4705,6
5842,88
5840,358
5815,203
5813,326
5839,315
5838,126
5837,284
6539,463
5841,324
5850,386
5812,389
4973,293
6560,402
6565,191
3635,141
6567,29
6566,196
6568,211
6570,317
6559,446
6564,167
6571,545
6561,62
770,214
6569,67
6562,141
4972,76
5862,29
3634,443
6563,32
3934,144
5863,330
4950,269
1975,617
6572,557
5867,65
5866,243
3636,332
6576,110
6575,210
6574,629
5868,57
5869,259
5870,775
5871,455
6573,258
5865,156
5864,597
4808,818
6804,1321
3844,732
3843,469
6577,327
6939,644
6579,957
6581,398
6938,791
4807,1112
4806,270
6578,504
6580,365
1784,233
6937,904
4889,598
4888,833
4887,186
4886,4
4884,63
4885,0
2920,197
5872,110
2919,136
5874,261
2921,48
5873,102
6582,408
2849,439
3845,401
6588,293
6586,654
6591,133
5876,292
6585,333
6584,90
6583,53
6587,184
6589,636
5875,364
6590,68
3637,333
5892,196
5882,32
5877,249
5890,95
5881,192
5880,298
5885,109
5883,192
5879,320
5886,1493
5891,135
5887,705
5878,704
5884,243
5889,17
5888,32
5900,729
5893,1168
5897,712
5907,528
5909,289
5898,1489
5901,730
5904,1024
5903,838
5895,464
5894,540
5899,1208
5896,1282
5905,627
3638,804
5908,746
5902,1437
5906,567
8404,78
8407,279
8406,392
8403,183
3639,463
3640,40
8409,235
8747,403
8416,291
8413,573
8545,203
3642,139
3643,244
8412,533
5910,66
3644,207
8415,165
8419,1652
8417,825
8421,685
8548,1797
8549,947
8546,805
8544,820
8547,1344
8410,474
8418,906
8411,252
8414,1220
3641,186
8746,207
8408,192
8543,2064
8420,90
8405,45
5911,82
5912,1032
5913,686
3646,944
820,581
7342,312
2850,1011
822,1443
821,301
3645,412
3649,215
3650,254
3647,1536
2851,463
3648,638
7432,1625
3652,697
3651,431
3653,342
3657,227
4961,385
5915,1309
7343,1581
5916,522
3654,20
3655,140
3656,313
5914,813
6592,193
3658,94
3659,623
5918,293
5917,178
5919,1221
6982,120
6983,665
6805,735
6857,259
3660,43
5921,511
5920,136
6860,271
6858,90
6859,51
3661,457
6593,211
5922,529
6595,406
6596,4
6594,27
1000,72
3662,865
3663,1125
3665,821
6954,631
5925,566
5923,628
6956,99
5924,1058
3664,647
5926,616
3666,469
3667,466
6953,218
6955,219
3694,94
3698,191
3699,91
8425,46
3700,197
8422,304
8423,249
8424,275
5928,171
5927,102
7433,83
8647,68
3973,79
8903,67
3675,134
3674,212
3695,207
3696,97
3693,177
3679,87
3669,451
3668,435
3682,150
3678,684
8648,273
3680,291
3974,154
3975,182
8793,21
3685,154
3683,350
3670,39
3672,143
3671,75
3681,13
5931,492
5933,341
3687,322
5934,416
5932,1028
5936,325
4652,491
6597,12
5929,48
4696,786
5935,551
3684,88
3976,157
3977,49
3978,71
5940,103
5941,113
5937,92
3688,129
3691,114
3689,62
3686,34
3677,171
3676,55
5942,58
5930,62
3697,87
3692,351
5938,384
5939,47
3673,34
6598,20
3690,313
3979,62
3847,756
5944,1101
6861,761
5943,1370
3846,129
2852,569
5945,1255
5946,873
3701,1030
2853,568
2854,477
7560,205
3703,143
3704,283
3706,266
3708,94
3705,59
3707,65
3709,85
4836,232
5947,392
3702,60
4928,146
4912,420
4917,1831
5956,582
4911,1120
4937,435
4939,21
5957,1479
3926,1509
4913,188
4914,169
4910,5
4915,197
4916,17
4904,1
4903,17
4905,26
4892,375
5949,1022
4899,331
4891,103
5950,1659
5951,1077
4933,173
4901,59
5960,0
4902,0
4900,50
3925,2
6980,328
4907,194
4906,44
5954,101
4935,99
5948,94
4923,109
5952,1770
4938,693
4908,140
4936,1
4934,0
4931,5
4930,55
4909,11
4932,41
3931,166
3930,22
4920,1029
4919,293
4918,778
4927,1254
4921,510
4926,1072
4922,441
4929,7
4924,12
4925,123
5955,244
5958,353
5959,401
5953,244
8428,504
8426,380
8427,485
5961,321
8429,949
7562,166
7565,203
6600,151
1983,180
7563,88
6602,84
7561,163
7564,85
1982,115
6603,162
6599,116
6601,14
8573,1002
8574,861
8430,516
8577,1215
7860,593
8734,478
6607,804
6814,562
773,456
8576,434
771,477
6606,397
6604,1081
6605,490
8763,686
6813,1484
5962,335
6815,573
8558,643
8575,1583
775,723
6816,1097
8570,1491
8891,624
8559,1352
8561,1465
8436,2172
8440,726
8441,716
8433,1445
8448,1039
8560,1315
8892,1336
8562,1484
8443,1097
8764,1653
8439,760
772,927
5963,492
8447,1630
8435,1359
8445,1289
8446,1448
8442,1563
8437,657
8571,705
823,808
8556,1609
3848,792
8762,1150
8434,1241
8563,1439
8449,1145
1815,1401
1804,623
1805,804
8550,177
8551,1628
8438,1896
8893,1249
8552,964
3849,1466
1806,1638
1503,1052
8452,2211
8565,1748
8564,2416
8894,1296
8566,2204
8553,1610
8554,2133
8569,1283
8568,652
6807,218
6806,731
8555,1740
8444,761
8567,1475
3850,228
8572,636
6812,831
6810,998
6808,274
6811,1452
1807,347
8431,436
6809,345
8432,988
8557,1072
774,1460
8451,871
8895,1310
8896,570
8450,1244
2856,808
3851,402
2855,579
6817,410
4971,744
6819,787
6818,868
6820,313
6821,270
6824,346
2857,952
6825,1255
3852,1235
6822,1078
6823,1848
2858,1130
2922,297
2924,89
6863,310
2923,320
6862,107
3854,1018
6864,1299
3855,404
3853,146
4506,828
7566,821
6889,667
3856,1185
3857,1097
3858,284
3859,270
7567,746
6827,426
6869,844
6828,667
6829,1118
6826,1416
6867,378
6868,201
6830,602
6890,517
6866,886
8598,1466
6865,57
8620,1680
2860,1305
6833,1314
6832,1027
2861,355
2936,209
6831,1628
2859,1314
2863,565
6835,1712
6834,1417
2862,406
6836,1168
6837,1280
2945,287
2864,413
2866,435
7434,219
2868,110
2867,245
2865,136
7436,1423
2870,125
7435,98
7438,218
7441,155
7439,109
2869,1773
7440,927
7437,715
6838,214
6984,139
7442,259
6985,132
2871,7
7444,10
7443,60
3860,67
2875,131
2876,79
2874,191
2872,61
2873,60
