CNTYVTD,VTDKEY,BushR_18G_Land Comm,SuazoD_18G_Land Comm,PinaL_18G_Land Comm
"4392307",7780,1277,872,71
"4392308",7781,930,647,42
"4392309",7782,236,399,25
"4392310",7783,648,458,34
"4392313",7784,898,480,70
"4392314",7785,1338,666,70
"4392315",7786,310,602,32
"4392316",7787,465,499,37
"4392317",7788,514,289,25
"4392318",7789,707,366,33
"4392319",7790,969,487,43
"4392320",7791,294,600,16
"4392341",7792,56,140,3
"4392349",7793,357,617,20
"4392353",7794,248,382,15
"4392354",7795,404,728,48
"4392355",7796,521,351,27
"4392356",7797,930,836,39
"4392357",7798,1218,662,35
"4392358",7799,937,506,43
"4392360",7800,1395,531,58
"4392379",7801,581,1378,40
"4392381",7802,62,195,6
"4392383",7803,453,742,31
"4392393",7804,76,125,6
"4392401",7805,99,62,4
"4392402",7806,5,2,1
"4392403",7807,2,8,0
"4392405",7808,682,1526,50
"4392411",7809,40,141,3
"4392413",7810,89,273,6
"4392419",7811,0,0,0
"4392425",7812,770,883,43
"4392426",7813,910,457,38
"4392428",7814,72,174,3
"4392435",7815,817,694,38
"4392438",7816,408,917,36
"4392442",7817,628,582,28
"4392448",7818,490,999,40
"4392449",7819,397,778,41
"4392450",7820,411,848,37
"4392451",7821,11,57,1
"4392453",7822,413,778,19
"4392461",7823,219,740,19
"4392462",7824,271,602,25
"4392464",7825,182,113,6
"4392466",7826,212,441,14
"4392467",7827,433,767,43
"4392468",7828,870,593,35
"4392474",7829,156,53,10
"4392484",7830,620,1311,48
"4392488",7831,462,856,30
"4392505",7832,636,302,32
"4392506",7833,1570,1043,93
"4392513",7834,0,0,0
"4392519",7835,207,408,14
"4392520",7836,606,516,46
"4392521",7837,438,303,27
"4392522",7838,1413,881,80
"4392523",7839,282,565,22
"4392524",7840,1261,290,36
"4392525",7841,464,1112,42
"4392535",7842,788,381,42
"4392536",7843,528,549,39
"4392537",7844,181,479,16
"4392541",7845,377,858,37
"4392546",7846,8,27,1
"4392548",7847,736,249,24
"4392553",7848,260,495,29
"4392556",7849,748,417,35
"4392557",7850,206,439,23
"4392561",7851,0,0,0
"4392569",7852,3,21,1
"4392571",7853,0,0,0
"4392581",7854,495,773,33
"4392600",7855,0,0,0
"4392601",7856,0,0,0
"4392606",7857,2,6,0
"4392609",7858,0,0,0
"4392612",7859,0,0,0
"4392613",7860,180,629,21
"4392614",7861,77,115,3
"4392616",7862,8,25,1
"4392618",7863,9,24,1
"4392635",7864,300,597,20
"4392636",7865,829,505,54
"4392643",7866,597,850,31
"4392644",7867,520,1123,44
"4392645",7868,891,375,29
"4392655",7869,178,343,21
"4392656",7870,4,32,5
"4392657",7871,5,9,0
"4392658",7872,58,165,4
"4392659",7873,3,4,0
"4392660",7874,77,53,5
"4392670",7875,24,46,2
"4392673",7876,0,0,0
"4392675",7877,0,0,0
"4392680",7878,0,0,0
"4392681",7879,0,0,0
"4392697",7880,672,818,36
"4392699",7881,776,1204,41
"4392708",7882,523,746,26
"4392712",7883,886,867,47
"4392721",7884,714,376,34
"4392726",7885,405,801,28
"4392727",7886,240,164,14
"4393032",7887,535,281,29
"4393035",7888,1720,728,89
"4393036",7889,500,533,61
"4393037",7890,1197,548,64
"4393038",7891,1036,776,78
"4393039",7892,1052,425,38
"4393040",7893,1263,520,61
"4393041",7894,854,543,52
"4393043",7895,1372,428,75
"4393049",7896,1503,459,63
"4393054",7897,1429,680,82
"4393063",7898,783,314,30
"4393072",7899,1253,409,67
"4393114",7900,1084,524,76
"4393131",7901,654,301,37
"4393139",7902,394,281,39
"4393140",7903,726,309,37
"4393152",7904,16,4,1
"4393156",7905,840,254,28
"4393157",7906,639,539,57
"4393160",7907,566,535,38
"4393164",7908,649,353,45
"4393166",7909,587,597,53
"4393172",7910,823,570,66
"4393176",7911,1173,703,75
"4393177",7912,1173,385,47
"4393183",7913,1091,963,59
"4393185",7914,2,0,0
"4393187",7915,535,320,43
"4393192",7916,388,85,10
"4393193",7917,1667,508,44
"4393194",7918,665,383,49
"4393196",7919,1024,408,43
"4393200",7920,889,525,57
"4393209",7921,2071,560,63
"4393212",7922,569,508,37
"4393213",7923,589,376,34
"4393214",7924,961,555,57
"4393215",7925,1090,385,32
"4393216",7926,1126,916,55
"4393240",7927,881,490,54
"4393247",7928,426,447,33
"4393248",7929,1904,714,64
"4393249",7930,1071,889,76
"4393254",7931,698,537,43
"4393260",7932,695,277,33
"4393282",7933,674,327,39
"4393283",7934,724,343,41
"4393286",7935,462,104,16
"4393287",7936,883,489,50
"4393289",7937,913,469,68
"4393321",7938,933,544,64
"4393322",7939,960,454,44
"4393323",7940,1852,588,67
"4393324",7941,867,415,33
"4393325",7942,432,179,19
"4393326",7943,280,170,14
"4393327",7944,665,362,44
"4393329",7945,614,725,64
"4393330",7946,599,202,22
"4393331",7947,2207,653,69
"4393332",7948,849,655,49
"4393333",7949,1608,881,85
"4393334",7950,706,540,43
"4393335",7951,949,443,43
"4393336",7952,759,946,51
"4393359",7953,1012,408,32
"4393361",7954,1211,613,67
"4393363",7955,1394,494,67
"4393364",7956,275,225,16
"4393365",7957,2071,651,63
"4393367",7958,723,362,48
"4393368",7959,387,146,16
"4393372",7960,1212,654,77
"4393384",7961,587,398,56
"4393385",7962,1429,587,59
"4393386",7963,1163,396,43
"4393387",7964,1047,327,53
"4393389",7965,1058,1087,87
"4393390",7966,2055,668,74
"4393391",7967,664,777,62
"4393392",7968,1136,359,44
"4393396",7969,1325,769,62
"4393398",7970,579,279,34
"4393406",7971,0,0,0
"4393409",7972,9,2,0
"4393417",7973,792,417,43
"4393421",7974,744,235,27
"4393422",7975,759,213,27
"4393433",7976,305,108,16
"4393443",7977,871,492,59
"4393446",7978,0,0,0
"4393447",7979,0,0,0
"4393465",7980,1098,724,69
"4393469A",7981,507,289,30
"4393469B",7982,0,0,0
"4393470",7983,63,22,1
"4393471",7984,935,273,31
"4393486",7985,1254,645,68
"4393500",7986,213,51,7
"4393502",7987,841,201,37
"4393507",7988,829,495,49
"4393509",7989,730,413,39
"4393510",7990,1603,468,65
"4393511",7991,698,763,63
"4393516",7992,1011,385,38
"4393517",7993,664,580,35
"4393526",7994,668,217,22
"4393527",7995,1029,424,54
"4393529",7996,1144,440,35
"4393530",7997,1188,593,48
"4393538",7998,1699,726,33
"4393539",7999,7,1,0
"4393542",8000,956,509,64
"4393545",8001,1242,437,46
"4393552",8002,1063,816,59
"4393554",8003,1476,486,66
"4393558",8004,1788,572,38
"4393560",8005,0,0,0
"4393562",8006,76,22,4
"4393566",8007,1,1,0
"4393567",8008,1279,332,54
"4393570",8009,953,597,69
"4393574",8010,123,119,10
"4393575",8011,0,0,0
"4393579",8012,457,132,12
"4393580",8013,0,0,0
"4393582",8014,28,1,0
"4393583",8015,0,0,0
"4393584",8016,0,0,0
"4393585",8017,0,0,0
"4393590",8018,0,0,0
"4393624",8019,125,77,5
"4393626",8020,370,109,13
"4393637",8021,628,514,42
"4393646",8022,1059,631,93
"4393647",8023,1100,718,53
"4393648",8024,1216,786,77
"4393653",8025,1,0,0
"4393654",8026,0,0,0
"4393661",8027,0,0,0
"4393662",8028,5,0,0
"4393663",8029,2,2,0
"4393664",8030,0,0,0
"4393665",8031,11,0,0
"4393667",8032,52,18,3
"4393668",8033,200,51,7
"4393669",8034,2,1,0
"4393671",8035,297,124,23
"4393695",8036,1464,763,57
"4393696",8037,1303,717,75
"4393698",8038,1303,882,69
"4393700",8039,595,329,43
"4393706",8040,798,466,53
"4393709",8041,585,298,32
"4393716",8042,972,329,39
"4393720",8043,1460,404,50
"4393725",8044,966,383,32
"4393728",8045,835,335,29
"4393729",8046,3,2,0
"4394006",8047,93,308,19
"4394016",8048,525,464,33
"4394017",8049,180,819,19
"4394018",8050,363,164,22
"4394020",8051,438,281,27
"4394042",8052,290,228,19
"4394044A",8053,1129,376,50
"4394044B",8054,0,0,0
"4394045",8055,1198,373,35
"4394046",8056,1658,437,67
"4394047",8057,1292,279,55
"4394048",8058,53,235,8
"4394050",8059,66,413,5
"4394051",8060,1,3,0
"4394053",8061,387,229,32
"4394057",8062,269,166,1
"4394060",8063,330,778,63
"4394065",8064,1622,383,69
"4394067",8065,109,481,15
"4394068",8066,106,391,11
"4394069",8067,688,352,32
"4394070",8068,724,643,54
"4394073",8069,128,98,3
"4394077",8070,88,103,9
"4394086",8071,1259,436,41
"4394087",8072,32,196,6
"4394091",8073,828,407,34
"4394092",8074,64,308,8
"4394093",8075,140,584,11
"4394096",8076,219,456,24
"4394097",8077,132,396,10
"4394101",8078,220,305,9
"4394102",8079,232,247,7
"4394107",8080,70,325,12
"4394110",8081,92,373,11
"4394113",8082,121,53,5
"4394115",8083,382,70,8
"4394116",8084,844,568,37
"4394118",8085,377,358,20
"4394121",8086,757,484,57
"4394122",8087,113,485,8
"4394123",8088,106,455,8
"4394124",8089,385,352,26
"4394125",8090,129,120,6
"4394128",8091,866,461,38
"4394129",8092,528,236,21
"4394130",8093,1222,515,38
"4394135",8094,375,294,23
"4394136",8095,522,584,45
"4394137",8096,610,318,29
"4394138",8097,179,162,10
"4394141",8098,769,557,43
"4394144",8099,559,280,20
"4394155",8100,276,775,33
"4394159",8101,421,307,36
"4394162",8102,105,138,4
"4394163",8103,498,328,23
"4394178",8104,1171,638,46
"4394179",8105,283,329,19
"4394182",8106,1295,698,69
"4394191",8107,436,202,20
"4394195",8108,91,458,10
"4394201",8109,74,391,8
"4394202",8110,365,383,22
"4394203",8111,361,515,33
"4394204",8112,976,661,45
"4394218",8113,315,257,17
"4394222",8114,256,258,20
"4394230",8115,1373,845,69
"4394231",8116,109,521,7
"4394232",8117,645,660,45
"4394233",8118,124,460,27
"4394234",8119,1275,633,74
"4394239",8120,50,21,3
"4394242",8121,256,87,14
"4394243",8122,422,348,37
"4394245A",8123,5,51,1
"4394245B",8124,0,0,0
"4394245C",8125,0,0,0
"4394250",8126,883,647,40
"4394252",8127,310,287,30
"4394253",8128,137,121,10
"4394256",8129,69,270,9
"4394259",8130,544,156,21
"4394261",8131,741,718,77
"4394272",8132,196,103,5
"4394276",8133,698,474,39
"4394284",8134,119,26,6
"4394285",8135,112,152,10
"4394288",8136,11,68,4
"4394290",8137,696,499,36
"4394312",8138,16,51,3
"4394328",8139,362,282,30
"4394338",8140,1047,751,60
"4394340",8141,901,268,43
"4394342",8142,961,547,46
"4394343",8143,885,350,32
"4394344",8144,637,318,21
"4394350",8145,421,469,35
"4394362",8146,2,1,0
"4394369",8147,1354,665,86
"4394370",8148,0,0,0
"4394371",8149,1184,223,33
"4394373",8150,109,37,5
"4394374",8151,671,522,55
"4394375",8152,1133,424,54
"4394395",8153,244,58,14
"4394397",8154,108,80,9
"4394399",8155,104,24,5
"4394400",8156,81,59,8
"4394410",8157,705,666,47
"4394429",8158,470,325,40
"4394432",8159,3,11,1
"4394452",8160,677,588,43
"4394454",8161,795,410,52
"4394456",8162,486,220,25
"4394458",8163,3,1,0
"4394475",8164,12,32,0
"4394478",8165,0,0,0
"4394480",8166,417,125,16
"4394483",8167,11,12,0
"4394485",8168,82,81,10
"4394487",8169,0,0,0
"4394492",8170,213,274,36
"4394493",8171,477,358,26
"4394494",8172,1,0,0
"4394495",8173,26,43,2
"4394496",8174,95,189,8
"4394497",8175,355,686,39
"4394498",8176,308,121,4
"4394499",8177,931,864,68
"4394503",8178,160,267,17
"4394508",8179,1120,850,72
"4394512",8180,0,0,0
"4394528",8181,1218,772,74
"4394531",8182,989,492,59
"4394532",8183,616,138,15
"4394533",8184,461,267,32
"4394534",8185,1187,672,80
"4394540",8186,858,670,68
"4394551",8187,1158,690,74
"4394563",8188,0,0,0
"4394565",8189,13,8,1
"4394568",8190,20,8,1
"4394572",8191,4,18,0
"4394573",8192,0,0,0
"4394587",8193,0,91,2
"4394588",8194,1394,861,77
"4394591",8195,841,653,53
"4394592",8196,0,0,0
"4394593",8197,62,65,6
"4394595",8198,21,15,0
"4394596",8199,13,40,1
"4394598",8200,0,0,0
"4394599",8201,995,762,48
"4394602",8202,0,0,0
"4394604",8203,2,1,0
"4394615",8204,0,0,0
"4394620",8205,7,16,1
"4394629",8206,0,0,0
"4394630",8207,0,0,0
"4394632",8208,0,0,0
"4394634",8209,341,326,19
"4394638",8210,706,472,41
"4394640",8211,146,266,20
"4394649",8212,1096,505,59
"4394650",8213,788,572,64
"4394666",8214,0,0,0
"4394682",8215,57,106,6
"4394683",8216,0,0,0
"4394685A",8217,0,0,0
"4394685B",8218,0,0,0
"4394686",8219,0,0,0
"4394687",8220,18,51,7
"4394688",8221,10,11,3
"4394689",8222,44,45,1
"4394690",8223,10,0,0
"4394691",8224,4,9,0
"4394692",8225,2,8,1
"4394693",8226,1,2,0
"4394694",8227,1122,694,61
"4394702",8228,489,327,31
"4394703",8229,618,641,50
"4394705",8230,577,443,30
"4394707",8231,358,369,30
"4394711",8232,570,498,34
"4394713",8233,1047,532,56
"4394724",8234,541,176,23
"4410101",8235,1272,527,79
"4410102",8236,892,338,42
"4410103",8237,911,351,55
"4410104",8238,1341,270,33
"4410105",8239,940,455,57
"4410106",8240,240,135,14
"4410107",8241,229,40,12
"4410108",8242,640,82,30
"4410109",8243,132,16,3
"4410110",8244,52,3,0
"4410201",8245,315,253,22
"4410202",8246,569,503,38
"4410203",8247,662,367,53
"4410204",8248,697,185,31
"4410205",8249,686,488,48
"4410206",8250,995,184,46
"4410207",8251,136,24,6
"4410301",8252,830,334,45
"4410302",8253,1060,238,37
"4410303",8254,993,85,49
"4410304",8255,1044,350,64
"4410305",8256,1441,276,62
"4410306",8257,2366,397,74
"4410307",8258,2743,445,106
"4410308",8259,857,111,37
"4410401",8260,331,199,25
"4410402",8261,1102,394,45
"4410403",8262,768,359,54
"4410404",8263,665,385,55
"4410405",8264,550,232,33
"4410406",8265,1411,361,42
"4410407",8266,512,132,23
"4410408",8267,2054,228,72
"4410409",8268,473,44,12
"4430001",8269,58,48,1
"4430002A",8270,4,4,0
"4430002B",8271,46,52,5
"4430003",8272,64,26,7
"4430004A",8273,9,1,0
"4430004B",8274,73,24,4
"4450101",8275,204,38,4
"4450102",8276,680,110,30
"4450201",8277,206,72,19
"4450202",8278,193,54,8
"4450301",8279,307,157,19
"4450401",8280,399,108,20
"4450402",8281,127,6,3
"4470001",8282,175,4,3
"4470002",8283,151,17,3
"4473003",8284,124,27,7
"4474005",8285,47,12,0
"4474006",8286,111,5,1
"4490001",8287,41,191,6
"4490002",8288,194,103,6
"4490003",8289,279,59,9
"4490004",8290,281,63,15
"4490005",8291,134,14,5
"4490006",8292,582,83,15
"4490007",8293,458,103,15
"4490008",8294,185,227,14
"4490009",8295,155,52,9
"4490010",8296,429,52,16
"4490011",8297,65,22,6
"4490012",8298,143,20,2
"4490014",8299,438,315,19
"4490015",8300,316,59,14
"4490016",8301,955,231,38
"4490017",8302,59,144,4
"4490018",8303,89,9,1
"4490019",8304,237,105,15
"4490020",8305,511,201,28
"4510106",8306,234,158,11
"4510107",8307,254,118,16
"4510108",8308,399,51,25
"4510112",8309,508,66,17
"4510114",8310,83,202,6
"4510124",8311,143,302,3
"4510137",8312,530,465,26
"4510144",8313,328,258,21
"4510146",8314,613,468,26
"4510213",8315,1553,171,57
"4510215",8316,1163,261,44
"4510225",8317,55,3,3
"4510228",8318,976,351,59
"4510230",8319,2014,631,103
"4510241",8320,2451,526,101
"4510304",8321,1074,377,55
"4510305",8322,15,11,0
"4510306",8323,538,197,35
"4510308",8324,72,54,4
"4510319",8325,1526,422,58
"4510327",8326,672,387,40
"4510348",8327,283,77,16
"4510351",8328,200,54,12
"4510358",8329,1950,312,86
"4510401",8330,55,24,2
"4510402",8331,1047,499,75
"4510420",8332,248,31,10
"4510421",8333,1494,415,59
"4510422",8334,719,99,45
"4510423",8335,564,56,26
"4510424",8336,839,308,46
"4510434",8337,278,194,24
"4510435",8338,335,140,24
"4510436",8339,1484,576,92
"4530101",8340,551,2914,116
"4530102",8341,142,527,19
"4530103",8342,256,674,39
"4530104",8343,238,532,33
"4530105",8344,1215,3829,213
"4530106",8345,921,1187,104
"4530107",8346,160,87,10
"4530108",8347,156,785,42
"4530109",8348,393,1026,70
"4530110",8349,1361,2760,165
"4530111",8350,746,2005,109
"4530112",8351,201,686,34
"4530113",8352,995,3062,160
"4530114",8353,56,96,8
"4530115",8354,0,0,0
"4530116",8355,0,0,0
"4530117",8356,157,1477,42
"4530118",8357,36,317,12
"4530119",8358,0,0,0
"4530120",8359,34,48,4
"4530121",8360,54,552,20
"4530122",8361,115,1653,41
"4530123",8362,1520,2379,177
"4530124",8363,288,2957,143
"4530125",8364,0,0,0
"4530126",8365,298,3263,119
"4530127",8366,0,1,0
"4530128",8367,0,0,0
"4530129",8368,108,1540,46
"4530130",8369,154,1201,37
"4530131",8370,0,1,0
"4530132",8371,163,1632,66
"4530133",8372,206,1386,56
"4530134",8373,0,0,0
"4530135",8374,789,4711,175
"4530136",8375,806,1101,91
"4530137",8376,2926,3661,237
"4530138",8377,0,0,0
"4530139",8378,320,1585,81
"4530140",8379,190,903,48
"4530141",8380,51,230,10
"4530142",8381,66,644,30
"4530145",8382,477,1090,63
"4530146",8383,761,1080,82
"4530148",8384,793,1768,125
"4530149",8385,138,1210,58
"4530150",8386,682,691,76
"4530151",8387,188,1396,57
"4530152",8388,210,2603,76
"4530153",8389,748,2450,137
"4530154",8390,523,1675,91
"4530156",8391,497,3153,135
"4530160",8392,407,779,54
"4530161",8393,397,681,36
"4530163",8394,133,73,15
"4530164",8395,154,811,39
"4530200",8396,483,3509,141
"4530202",8397,370,2186,88
"4530203",8398,178,466,22
"4530205",8399,378,1280,80
"4530206",8400,245,948,51
"4530207",8401,987,2282,147
"4530208",8402,713,3843,106
"4530209",8403,104,467,24
"4530210",8404,513,763,31
"4530211",8405,268,883,56
"4530212",8406,1750,1313,96
"4530213",8407,0,0,0
"4530214",8408,837,1144,53
"4530215",8409,413,1051,61
"4530216",8410,302,963,44
"4530217",8411,274,1099,59
"4530218",8412,950,2906,190
"4530219",8413,613,1203,76
"4530220",8414,547,818,25
"4530221",8415,365,336,24
"4530222",8416,406,1312,83
"4530223",8417,70,279,13
"4530224",8418,17,81,4
"4530225",8419,711,1806,117
"4530226",8420,283,1019,45
"4530227",8421,141,363,9
"4530228",8422,451,930,58
"4530229",8423,380,905,73
"4530231",8424,831,1301,58
"4530232",8425,2712,1982,161
"4530233",8426,1244,1413,99
"4530234",8427,937,685,52
"4530235",8428,340,2032,93
"4530236",8429,441,1987,84
"4530237",8430,642,1013,47
"4530238",8431,592,1481,90
"4530239",8432,430,1476,62
"4530240",8433,236,551,38
"4530241",8434,259,1268,61
"4530242",8435,736,3721,172
"4530243",8436,351,1109,65
"4530244",8437,1298,1359,125
"4530245",8438,394,404,30
"4530246",8439,458,918,47
"4530247",8440,287,310,7
"4530248",8441,348,1425,67
"4530249",8442,727,1494,86
"4530250",8443,965,2848,139
"4530251",8444,765,1566,100
"4530252",8445,476,1449,94
"4530253",8446,982,1260,73
"4530254",8447,630,1479,112
"4530256",8448,807,757,39
"4530258",8449,527,1173,68
"4530259",8450,603,1394,102
"4530260",8451,137,548,31
"4530262",8452,992,2302,132
"4530263",8453,559,1527,88
"4530266",8454,219,185,4
"4530267",8455,332,697,51
"4530268",8456,180,578,43
"4530273",8457,538,1770,81
"4530274",8458,278,1820,48
"4530275",8459,277,2334,66
"4530277",8460,1172,4159,139
"4530301",8461,243,665,41
"4530302",8462,1069,1418,110
"4530303",8463,973,1213,88
"4530304",8464,1202,1759,104
"4530305",8465,5,5,0
"4530306",8466,1494,899,85
"4530307",8467,492,564,40
"4530308",8468,3047,1573,168
"4530309",8469,600,1211,71
"4530310",8470,1242,2389,166
"4530311",8471,706,3229,119
"4530312",8472,852,648,53
"4530313",8473,54,284,6
"4530314",8474,2117,1790,134
"4530315",8475,1179,1743,86
"4530316",8476,1701,1284,121
"4530317",8477,957,1058,71
"4530318",8478,260,369,19
"4530319",8479,1067,653,72
"4530320",8480,941,535,38
"4530321",8481,211,346,7
"4530323",8482,283,1041,52
"4530324",8483,2576,1784,137
"4530325",8484,24,61,5
"4530326",8485,534,968,35
"4530327",8486,918,1228,91
"4530328",8487,808,1805,108
"4530329",8488,1087,2037,124
"4530330",8489,1154,973,91
"4530331",8490,704,1173,69
"4530332",8491,346,1774,77
"4530333",8492,830,1176,60
"4530334",8493,1010,1040,75
"4530335",8494,657,987,43
"4530336",8495,638,906,49
"4530337",8496,1133,1740,105
"4530338",8497,1615,2011,160
"4530339",8498,387,898,48
"4530340",8499,567,1982,108
"4530341",8500,99,152,14
"4530342",8501,627,2914,146
"4530343",8502,530,1036,91
"4530344",8503,293,982,57
"4530345",8504,0,0,0
"4530346",8505,2538,1179,109
"4530347",8506,872,1069,65
"4530349",8507,1216,2305,145
"4530350",8508,759,2099,115
"4530351",8509,262,843,60
"4530352",8510,520,1828,111
"4530354",8511,1263,1920,118
"4530356",8512,328,1013,71
"4530357",8513,212,249,14
"4530358",8514,754,2398,168
"4530359",8515,1879,1688,142
"4530360",8516,980,1958,98
"4530361",8517,395,517,41
"4530362",8518,667,1415,81
"4530363",8519,437,705,35
"4530364",8520,1217,1453,71
"4530365",8521,725,975,65
"4530366",8522,1273,2194,102
"4530367",8523,1850,2656,155
"4530368",8524,192,104,11
"4530369",8525,1881,1181,99
"4530370",8526,558,367,65
"4530371",8527,1248,667,93
"4530372",8528,698,483,80
"4530373",8529,2484,1115,145
"4530374",8530,2302,1884,168
"4530375",8531,395,251,30
"4530401",8532,393,1081,55
"4530402",8533,396,1379,72
"4530403",8534,279,455,30
"4530404",8535,458,1983,107
"4530405",8536,128,429,15
"4530406",8537,904,1238,80
"4530407",8538,283,1297,58
"4530408",8539,599,1671,89
"4530409",8540,223,1232,65
"4530410",8541,324,1775,91
"4530411",8542,297,1053,68
"4530412",8543,16,61,5
"4530413",8544,180,854,41
"4530414",8545,660,1831,128
"4530415",8546,190,628,59
"4530416",8547,82,230,16
"4530417",8548,287,1048,54
"4530418",8549,2,1,2
"4530419",8550,103,233,17
"4530420",8551,221,1578,93
"4530421",8552,341,1620,65
"4530422",8553,207,1361,63
"4530423",8554,234,1690,61
"4530424",8555,263,1510,63
"4530425",8556,100,358,23
"4530426",8557,170,1657,63
"4530427",8558,150,1410,74
"4530428",8559,373,754,40
"4530429",8560,645,4380,192
"4530430",8561,92,835,37
"4530431",8562,366,3186,185
"4530432",8563,0,1,0
"4530433",8564,241,1831,79
"4530434",8565,0,1,0
"4530435",8566,915,2876,168
"4530436",8567,16,205,5
"4530437",8568,258,1430,66
"4530438",8569,118,815,39
"4530439",8570,241,2129,98
"4530440",8571,133,698,42
"4530441",8572,391,2132,118
"4530442",8573,132,851,52
"4530443",8574,249,1580,73
"4530444",8575,7,106,1
"4530446",8576,108,605,38
"4530447",8577,450,1994,124
"4530448",8578,257,1228,48
"4530450",8579,365,1998,99
"4530451",8580,368,1672,97
"4530452",8581,155,962,31
"4530454",8582,314,1066,52
"4530458",8583,530,1928,131
"4530460",8584,374,1917,93
"4530461",8585,545,2879,164
